PlacesIdx,County,Phillimore,Hundred,Vill,Area,XRefs,OSrefs,OScodes
58311,"HEF","ES5","Leintwardine","`Stanway'",,,"SO4070",
58316,"SHR","6,12","Leintwardine","`Stanway'",,,"SO3970",
58321,"SHR","4,3,9","Patton","Stanway",,,"SO5391",
58326,"MDX","11,1-2","Spelthorne","Stanwell",,,"TQ0574",
58331,"BDF","7,1","`Stodden'","Stanwick",,,"SP9871",
58336,"NTH","6,16. EB3","Higham","Stanwick",,,"SP9871",
58341,"YKS","6N1 and note;8. SN,CtA7;9 and note","Land of Count Alan","Stanwick","North Riding",,"NZ1811",
58351,"CHS","8,34","{Warmundestrou}","Stapeley",,,"SJ6749",
58356,"DBY","3,5. 14,2","{Walecros}","Stapenhill",,,"SK2522",
58361,"STS","ED2;5","Offlow","Stapenhill",,,"SK2522",
58366,"SOM","19,26","`Abdick'","Staple [Fitzpaine]",,,"ST2618",
58371,"CAM","5,28","Thriplow","Stapleford",,,"TL4751",
58376,"CHS","21,1","`Duddeston'","Stapleford",,,"SJ4864",
58381,"LEC","14,1;4","Framland","Stapleford",,,"SK8018",
58386,"LIN","4,79. 56,9(-10)","Graffoe","Stapleford","Kesteven",,"SK8857",
58391,"NTT","10,16","Broxtowe","Stapleford",,,"SK4837",
58396,"WIL","67,94","`Branchbury'","Stapleford",,,"SU0737",
58401,"ESS","11,6. 32,27","Ongar","Stapleford [Abbotts]",,,"TQ5095",
58406,"ESS","24,59","Ongar","Stapleford [Tawney]",,,"TQ5099",
58411,"DEV","48,9","Teignbridge","Staplehill",,,"SX8273",
58416,"LEC","6,4. 7,1. 13,9","Guthlaxton","Stapleton",,,"SP4398",
58421,"SHR","4,4,2. 4,27,9","Condover","Stapleton",,,"SJ4704",
58426,"YKS","6N1;5. SN,CtA3;8","Land of Count Alan","Stapleton","North Riding",,"NZ2612",
58431,"YKS","9W50 and note. SW,O9","`Osgodcross'","Stapleton","West Riding",,"SE5119",
58436,"YKS","1L2 and note. See also CHS Y3","Amounderness","`Stapleton [Terne]'","North Lancashire",,"SD4867","approximate"
58441,"CAM","Appx A","`Staploe'","-",,,"  --","area"
58446,"YKS","30W5","Craven","Starbotton","West Riding",,"SD9574",
58451,"SHR","4,1,36","Wittery","`Starcote'","Wales",,"SO2198",
58456,"NFK","1,130;223. 9,167. 14,21. 35,5. 43,3","Earsham","Starston",,,"TM2384",
58461,"YKS","6N18. SN,CtA11","Land of Count Alan","Startforth","North Riding",,"NZ0415",
58466,"KEN","2,39","Eastry","Statenborough","Eastry",,"TR3155",
58471,"LEC","15,16. 29,18","Framland","Stathern",,,"SK7731",
58476,"HUN","2,2","Toseland","Great Staughton",,,"TL1264",
58481,"WOR","(8,9g) and note","Pershore","Staunton",,,"SO7829",
58486,"BDF","3,6 note","`Stodden'","[Little] Staughton",,"Easton BDF","TL1263",
58491,"GLS","E33 note. EvA53. EvC108","Pershore","Staunton",,,"SO7829",
58496,"GLS","E4","Bromsash","Staunton",,,"SO5512",
58501,"HEF","1,74","Bromsash","Staunton",,,"SO5512",
58511,"SOM","25,18","Carhampton","Staunton",,,"SS9744",
58516,"LEC","13,67","`Goscote'","Staunton [Harold]",,,"SK3720",
58518,"NTT","1,53. 11,2(-3)","Newark","Staunton [-in-the-Vale]",,,"SK8043",
58521,"HEF","9,11. 24,8","{Hezetre}","Staunton [-on-Arrow]",,,"SO3660",
58526,"HEF","10,55;57","{Stepleset}","Staunton [-on-Wye]",,,"SO3645",
58531,"DBY","12,2","`Scarsdale'","Staveley",,,"SK4374",
58536,"YKS","28W6. SW,Bu14 and note","`Burghshire'","Staveley","West Riding",,"SE3662",
58541,"DEV","2,7","Kerswell","Staverton",,,"SX7964",
58546,"GLS","20,1","Deerhurst","Staverton",,,"SO8923",
58551,"NTH","18,30. 23,6","`Gravesend'","Staverton",,,"SP5461",
58556,"SUF","6,31;187;235;260;273;280","`Loose'","Staverton",,,"TM3550",
58561,"WIL","67,8","`Whorwellsdown'","Staverton",,,"ST8560",
58566,"SOM","8,10","Whitley","Stawell",,,"ST3638",
58571,"SOM","35,16","Milverton","Stawley",,,"ST0622",
58576,"YKS","1Y11. 1E18. SE,Hu8","Hunthow","Staxton","East Riding",,"TA0179",
58581,"NTT","18,7","Thurgarton","Staythorpe",,,"SK7553",
58586,"NTH","43,5","`Alboldstow'","Steane",,,"SP5539",
58591,"GLS","32,8","Westbury","Stears",,,"SO6812",
58596,"YKS","23N27. SN,B26","`Bulford'","Stearsby","North Riding",,"SE6171",
58601,"SOM","19,38","{Blachethorna}","Steart",,,"ST5627",
58606,"ESS","29,2. 34,20","`Hinckford'","Stebbing",,,"TL6624",
58611,"ESS","63,2","`Hinckford'","Stebbingford [House]",,,"TL6722",
58616,"DEV","16,169","Axmouth","Stedcombe",,,"SY2691",
58621,"SUS","11,10","Easebourne","Stedham","Chichester",,"SU8622",
58626,"SHR","4,7,5","Hodnet","Steel",,,"SJ5436",
58631,"LIN","24,48. 38,9","`Candleshoe'","[Great] Steeping","Lindsey South Riding",,"TF4364",
58636,"LIN","12,40. 14,73","Bolingbroke","[Little] Steeping","Lindsey South Riding",,"TF4362",
58641,"DOR","28,4","Hasler","Steeple",,,"SY9181",
58646,"ESS","1,15. 25,7. 29,3. 90,81","`Wibrihtesherne'","Steeple",,,"TL9303",
58651,"YKS","21W15 and note","Craven","Steeton","West Riding",,"SE0344",
58656,"YKS","13W7 and note. 25W1. CW24;27;37. SW,An4(-5)","Ainsty","Steeton [Hall]","West Riding",,"SE5344",
58661,"YKS","5E34 note. SE,Sn5","{Sneculfcros}","{Steintorp}","East Riding","{Steitorp} YKS","SE9843","approximate"
58666,"YKS","5E34 and note","{Sneculfcros}","{Steitorp}","East Riding","{Steintorp} YKS","SE9843","approximate"
58671,"KEN","5,121","Bridge","Stelling","Borough",,"TR1448",
58676,"YKS","5N32 note. SN,D3","{Dic}","{Stemainesbi}","North Riding","{Stemanesbi} YKS","TA0190","approximate"
58681,"YKS","5N32 and note. 29N10","{Dic}","{Stemanesbi}","North Riding","{Stemainesbi} YKS","TA0190","approximate"
58686,"HAM","1,W19","Bowcombe","Stenbury","Isle of Wight",,"SZ5279",
58691,"LIN","14,52","`Gartree'","Stenigot","Lindsey South Riding",,"TF2581",
58701,"DBY","6,86(-87)","Litchurch","Stenson",,,"SK3230",
58706,"LIN","58,5. CK22","`Winnibriggs'","Stenwith","Kesteven",,"SK8336",
58711,"MDX","3,1(-11). 15,1. 16,1","`Ossulstone'","Stepney",,,"TQ3581",
58716,"BDF","25,2","`Redbornstoke'","Steppingley",,,"TL0135",
58721,"SHR","6,8","`Conditre'","Stepple [Hall] and [Little] Stepple",,,,
58726,"SUF","3,97. 6,131;141. 7,138;143","`Plomesgate'","Sternfield",,,"TM3961",
58731,"WIL","27,3","`Studfold'","Stert",,,"SU0259",
58736,"CAM","5,1(-2). 14,76. 26,50","`Radfield'","Stetchworth",,,"TL6458",
58741,"HRT","33,12","Hertford","`Stetchworth'",,,,"unknown"
58746,"HRT","9,5-6. 28,1","Broadwater","Stevenage",,,"TL2426",
58751,"BRK","1,39","Sutton","Steventon",,,"SU4791",
58756,"HAM","69,48","Basingstoke","Steventon",,,"SU5448",
58761,"SHR","4,21,16","{Culvestan}","Steventon",,,"SO5273",
58766,"BDF","15,2","`Buckelowe'","Stevington",,,"SP9853",
58771,"ESS","21,12. 35,14. 38,2. 90,85","`Freshwell'","Stevington [End]",,,"TL5942",
58776,"BUK","5,5. 23,29","Mursley","Stewkley",,,"SP8526",
58781,"LIN","4,73. 27,26. CS10","`Louthesk'","Stewton","Lindsey South Riding",,"TF3687",
58784,"LIN","12,89. 37,6. CK67","Kirton","Steyning","Holland",,"TF2340",
58786,"SUS","5,2. 13,10","Steyning","Steyning","Bramber",,"TQ1711",
58791,"NFK","1,16. 8,106","`Gallow'","Stibbard",,,"TF9828",
58796,"HUN","7,7. 9,4","Normancross","Stibbington",,,"TL0898",
58801,"NTH","59,1","Upton","Stibbington",,,"TL0898",
58806,"LIN","14,78","Bolingbroke","Stickford","Lindsey South Riding",,"TF3560",
58811,"LIN","14,76","Bolingbroke","Stickney","Lindsey South Riding",,"TF3456",
58816,"NFK","1,38;89(-90);91;148. 21,25","`[North] Greenhoe'","Stiffkey",,,"TF9743",
58821,"ESS","9,10. 18,32;34. 75,2","Chafford","Stifford",,,"TQ6080",
58826,"WOR","21,2","`Doddingtree'","Stildon",,,"SO7169",
58831,"YKS","1E11a. 6W5. 23E11. 24E2. SE,P5","Pocklington","Stillingfleet","East Riding",,"SE5940",
58836,"YKS","2N21. SN,B18","`Bulford'","Stillington","North Riding",,"SE5867",
58841,"HUN","1,3. 2,7. 19,5","Normancross","Stilton",,,"TL1689",
58846,"YKS","1N79 and note. 5N49. SN,Ma18","{Maneshou}","Stiltons [Farm]","North Riding",,"SE5984",
58851,"GLS","1,15 note","Berkeley","Stinchcombe",,,"ST7298",
58856,"DOR","52,1. 56,40","Dorchester","Stinsford",,,"SY7191",
58861,"NFK","8,1","`Eynesford'","Stinton",,,"TG1125",
58866,"ESS","2,3","`Hinckford'","Stisted",,,"TL7924",
58871,"WIL","67,48","`Selkley'","Stitchcombe",,,"SU2269",
58876,"YKS","5N53 and note;(54). SN,B3","`Bulford'","Stittenham","North Riding",,"SE6767",
58881,"LIN","14,55. 27,19. 46,4","`Gartree'","Stixwould","Lindsey South Riding",,"TF1765",
58886,"DOR","26,53","Hasler","Stoborough",,,"SY9286",
58891,"HAM","68,2","Somborne","{Stoche}",,,"SU3537","speculative"
58896,"DEV","15,2","Silverton","{Stochelie}",,,,"unknown"
58901,"HAM","2,14 and note","East Meon","{Stoches}",,,"SU4051","speculative"
58906,"YKS","30W16","Craven","Stock","West Riding",,"SD8649",
58911,"DOR","34,14","Sherborne","Stock [Gaylard]",,,"ST7212",
58916,"HAM","14,4. 68,2 note","Somborne","[Long]stock",,,"SU3537",
58921,,,,"Stockbridge: see `Somborne' HAM",,"`Somborne' HAM",,
58926,"KEN","5,69","Eyhorne","Stockbury","Aylesford",,"TQ8461",
58931,"LEC","C11. 13,15. 40,21","Gartree","Stockerston",,,"SP8397",
58936,"NTT","23,1","Gartree","Stockerston",,,"SP8397",
58941,"SUS","9,53. 10,94","{Edivestone}","`Stockingham'","Pevensey",,"TQ4912","approximate"
58946,"DEV","ED2","Whitchurch [Canonicorum]","Stockland",,,"ST2404",
58951,"DOR","12,14","Whitchurch [Canonicorum]","Stockland",,,"ST2404",
58956,"SOM","21,26. 25,1. 31,1","Cannington","Stockland",,,"ST2343",
58961,"DEV","15,17-18","Budleigh","`Stockleigh'",,,"SS8808","speculative"
58966,"DEV","15,6","Black Torrington","Stockleigh",,,"SS5104",
58971,"DEV","15,54. 16,37","Merton","Stockleigh",,,"SS5409",
58976,"DEV","15,48","Budleigh","Stockleigh [English]",,,"SS8506",
58981,"DEV","34,31","Budleigh","Stockleigh [Pomeroy]",,,"SS8703",
58986,"OXF","1,6","Bampton","Stockley",,,"SP2913",
58991,"SOM","25,48. 47,14","`Abdick'","Stocklinch [Ottersey and St Magdalen]",,,,
58996,"HEF","1,10a","Leominster","Stockton",,,"SO5261",
59001,"NFK","1,239","`Clavering'","Stockton",,,"TM3894",
59006,"SHR","4,23,18","{Alnodestreu}","Stockton",,,"SO7299",
59011,"WIL","2,12","`Branchbury'","Stockton",,,"ST9838",
59016,"YKS","1W11 and note;(12). SW,Sk14","`Skyrack'","Stockton","West Riding",,"SE3345",
59021,"WOR","18,1","`Doddingtree'","Stockton [-on-Teme]",,,"SO7167",
59026,"YKS","C24. 6W4. SN,Y3","`Bulford'","Stockton [on the Forest]","North Riding",,"SE6556",
59031,"NFK","1,24. 36,7","Holt","Stody",,,"TG0535",
59041,"SOM","16,2","Williton","Stogumber",,,"ST0937",
59046,"SOM","27,1","Cannington","Stogursey",,,"ST2042",
59051,"DBY","1,29","Blackwell","Stoke",,,"SK2179",
59056,"DEV","28,15","Roborough","Stoke",,,"SX4655",
59061,"DEV","45,3","Hartland","Stoke",,,"SS2324",
59066,"DEV","20,12","Diptford","Stoke",,,"SX6970",
59071,,,,"Stoke: see {Stoches} HAM",,"{Stoches} HAM",,
59076,"KEN","4,16. 5,92","Hoo","Stoke and [Lower and Middle] Stoke","Aylesford",,,
59081,"SUF","21,15","Ipswich","Stoke",,,"TM1643",
59086,"SUR","1,3","Woking","Stoke",,,"SU9950",
59091,"DOR","3,9","Beaminster","Stoke [Abbott]",,,"ST4500",
59096,"NTH","1,28. 26,1","Stoke","Stoke [Albany]",,,"SP8087",
59098,"STS","11,9","Pirehill","Stoke and [Little] Stoke",,,,
59101,"SUF","1,86. 6,213;220. 14,122;125;146","`Hartismere'","Stoke [Ash]",,,"TM1170",
59106,"NTT","12,16(-17)","Thurgarton","Stoke [Bardolph]",,,"SK6441",
59111,"GLS","3,1. WoA4. WoB15","Brentry","Stoke [Bishop]",,,"ST5675",
59116,,,,"[Bishop]stoke: see Bishopstoke HAM",,"Bishopstoke HAM",,
59121,"HEF","31,6","{Plegelgete}","Stoke [Bliss]",,,"SO6562",
59126,"WOR","EH4","{Plegelgete}","Stoke [Bliss]",,,"SO6562",
59131,"NTH","B29. 50,1","Cleyley","Stoke [Bruerne]",,,"SP7449",
59136,"SUF","25,17;97","Risbridge","Stoke [by Clare]",,,"TL7443",
59141,"SUF","27,3","Babergh","Stoke [-by-Nayland]",,,"TL9836",
59151,"DEV","2,13","Wonford","Stoke [Canon]",,,"SX9398",
59156,"SOM","37,3-4. 47,16","Chew","[Chew] Stoke",,,"ST5561",
59161,"SUR","19,32(-33)","`Elmbridge'","Stoke [d'Abernon]",,,"TQ1259",
59166,"NTH","6a,19","Polebrook","Stoke [Doyle]",,,"TL0286",
59171,"NTH","5,2. 6,10c","Witchley","Stoke [Dry]","Rutland",,"SP8596",
59176,"RUT","EN7;9","Witchley","Stoke [Dry]","Rutland",,"SP8596",
59181,"DOR","26,52","Winfrith [Newburgh]","[East] Stoke",,,"SY8786",
59186,"NTT","6,3. 11,6(-7). 20,3-4. 21,1","Newark","[East] Stoke",,,"SK7549",
59191,"HEF","8,10","Radlow","Stoke [Edith]",,,"SO6040",
59196,"NFK","4,43. 21,4. 31,26;28. 66,37","`Clackclose'","Stoke [Ferry]",,,"TL7099",
59201,"DEV","23,22","Chillington","Stoke [Fleming]",,,"SX8648",
59206,"GLS","50,2","{Letberge}","Stoke [Gifford]",,,"ST6279",
59211,"GLS","3,1 note. WoB15 note","Brentry","Stoke [Gifford]",,,"ST6279",
59216,"BUK","5,11. 16,10","Bunsty","Stoke [Goldington]",,,"SP8348",
59221,"BUK","43,9","`Seckley'","Stoke [Hammond]",,,"SP8829",
59226,"GLS","6,4","`Swineshead'","[Harry] Stoke",,,"ST6278",
59231,"NFK","1,107;117;125;205. 9,25;39;160. 12,7. 25,27. 35,3. 48,3-4","Humbleyard","Stoke [Holy Cross]",,,"TG2300",
59236,"HAM","15,2","`Bountisborough'","[Itchen] Stoke",,,"SU5532",
59241,"HEF","10,63","{Plegelgete}","Stoke [Lacy]",,,"SO6249",
59246,"GLS","12,8. EvO1 note;3;5 note","`Witley'","[Lark] Stoke and [Lower Lark] Stoke",,,,
59251,"WAR","EG6","`Witley'","[Lark] Stoke and [Lower Lark] Stoke",,,,
59256,"OXF","20,5;10. 29,21","Kirtlington","Stoke [Lyne]",,,"SP5628",
59261,"BUK","3a,1","Aylesbury","Stoke [Mandeville]",,,"SP8310",
59266,,,,"Stoke Newington: see [Stoke] Newington MDX",,"[Stoke] Newington MDX",,
59271,"LIN","1,12. 30,26","`Winnibriggs'","`North Stoke'","Kesteven",,"SK9128",
59276,"BRK","B2","`Langtree'","[North] Stoke",,,"SU6186",
59281,"OXF","35,10. EBe1","`Langtree'","[North] Stoke",,,"SU6186",
59286,"SUS","11,67","{Risberg}","[North] Stoke","Arundel",,"TQ0210",
59291,"SHR","4,8,3;7-8","Wrockwardine","Stoke [-on-Tern]",,,"SJ6427",
59301,"GLS","1,45. 3,7. WoB19","Tibblestone","Stoke [Orchard]",,,"SO9228",
59306,"SOM","21,60","Carhampton","Stoke [Pero]",,,"SS8743",
59311,"BUK","17,6. 29,1","Stoke","Stoke [Poges]",,,"SU9884",
59316,"HEF","1,10a","Leominster","Stoke [Prior]",,,"SO5256",
59321,"WOR","2,81","`Came'","Stoke [Prior]",,,"SO9467",
59326,"DEV","21,3","Shirwell","Stoke [Rivers]",,,"SS6335",
59328,"LIN","1,12. 12,91. 30,25. CK23","`Winnibriggs'","Stoke [Rochford]","Kesteven",,"SK9127",
59331,"SOM","5,4","`Winterstoke'","[Rodney] Stoke",,,"ST4849",
59336,"SOM","2,3. 25,52","Taunton","Stoke [St Mary]",,,"ST2622",
59341,"SHR","3c,9","Patton","Stoke [St Milborough]",,,"SO5682",
59346,"WOR","8,26a(-26c)","Pershore","[Severn] Stoke",,,"SO8544",
59361,"OXF","6,1c","`Langtree'","[South] Stoke",,,"SU6083",
59366,"SUS","11,84","Binsted","[South] Stoke","Arundel",,"TQ0209",
59371,,,,"[South] Stoke: see Stoke [Rochford] LIN",,"[South] Stoke LIN",,
59376,"SOM","19,57","Wincanton","[Stoney] Stoke",,,"ST7032",
59381,"SOM","8,39. 19,11;13-14","Tintinhull","Stoke [-sub-Hamdon]",,,"ST4717",
59386,"SOM","19,63","Wincanton","Stoke [Trister]",,,"ST7328",
59388,"STS","11,36","Pirehill","Stoke [-upon-Trent]",,,"SJ8745",
59391,"DOR","19,12","Hilton","Stoke [Wake]",,,"ST7606",
59396,"DOR","33,5-6. 56,44","Whitchurch [Canonicorum]","`Stoke [Wallis]'",,,"SY3896",
59401,"NTT","6,15","`Bassetlaw'","Stokeham",,,"SK7876",
59406,"DEV","48,3","Wonford","Stokeinteignhead",,,"SX9170",
59411,"KEN","{3,2}. 5,61","`Littlefeld'","`Stokenbury'","Aylesford",,"TQ6749","approximate"
59416,"SUF","6,236","Wilford","Stokerland",,,"TM3248",
59421,"SHR","7,5","{Culvestan}","Stokesay",,,"SO4381",
59426,"NFK","19,23;28;30;36","`East Flegg'","Stokesby",,,"TG4310",
59431,"YKS","29N8(-9). SN,L40","Langbaurgh","Stokesley","North Riding",,"NZ5208",
59436,,,,"Ston Easton: see Easton SOM",,"Easton SOM",,
59441,"BDF","8,9. 55,13","Clifton","[Lower and Upper] Stondon",,,,
59446,"BUK","4,1. 18,1","Stone","Stone",,,"SP7812",
59451,"HAM","69,54","Redbridge","Stone",,,"SZ4599",
59456,"KEN","4,2","`Axton'","Stone","Sutton",,"TQ5774",
59461,"SOM","21,69","Carhampton","Stone",,,"SS8638",
59466,"SOM","37,12","Stone","Stone",,,"ST5518",
59471,"WOR","26,7","`Cresslow'","Stone",,,"SO8575",
59476,"HRT","36,13","`Edwinstree'","Stonebury",,,"TL3828",
59481,"SUF","25,112","`Blything'","Stone Street",,,"TM0143",
59486,"SUF","3,2","Cosford","Stone [Street]",,,"TM3882",
59491,"YKS","2N15. 16N1. CN2. SN,Ma21","{Maneshou}","Stonegrave","North Riding",,"SE6577",
59496,"HAM","6,8","Mansbridge","[North] Stoneham",,,"SU4417",
59501,"HAM","3,16","Mansbridge","[South] Stoneham",,,"SU4315",
59506,"DEV","29,7","Roborough","Stonehouse",,,"SX4654",
59511,"GLS","31,1","{Blachelaue}","Stonehouse",,,"SO8005",
59516,"WAR","1,4;(8-)9. 16,49","Stoneleigh","Stoneleigh",,,"SP3372",
59521,"CHS","8,41","{Warmundestrou}","Stoneley",,,"SJ6151",
59526,"LEC","24,1","Framland","Stonesby",,,"SK8224",
59531,"OXF","27,4","Wootton","Stonesfield",,,"SP3917",
59536,"NTH","27,1","Warden","Stoneton",,,"SP4654",
59541,"WAR","EN4","Warden","Stoneton",,,"SP4654",
59546,"LEC","19,2","Guthlaxton","[Stoney] Stanton",,,"SP4994",
59551,"SUF","38,6-7;19. 38,25","Bosmere","Stonham [Aspal]",,,"TM1359",
59556,"SUF","1,6;66. 3,59. 6,9. 7,63-64. 8,52;54-55;63. 14,39. 16,15;22. 25,54. 34,11. 64,1-2","Bosmere","[Earl and Little] Stonham",,,,
59561,"LEC","13,56. 40,28","Gartree","Stonton [Wyville]",,,"SP7395",
59566,"DEV","3,77. 34,40","Witheridge","Stoodleigh",,,"SS9218",
59571,"DEV","3,53. 23,4","Braunton","Stoodleigh",,,"SS6532",
59576,"SUS","11,25","Rotherbridge","Stopham","Arundel",,"TQ0218",
59581,"CHS","25,3","Willaston","Storeton",,,"SJ3084",
59586,"YKS","2E22 and note. SE,Th14","Holderness [Middle Hundred]","Stork[hill]","East Riding",,"TA0442",
59591,"LEC","23,2. 29,8","Guthlaxton","`Stormesworth'",,,"SP5880",
59596,"SUS","11,48-49. 13,52","`Easwrithe'","Storrington","Arundel",,"TQ0814",
59601,"HRT","4,22","Braughing","[Bishops] Stortford",,,"TL4921",
59606,"BDF","23,12. 55,9","Clifton","Stotfold",,,"TL2136",
59611,"YKS","5W18 and note. 10W33. SW,Sf28;30","Strafforth","Stotfold","West Riding",,"SE4706",
59616,"SHR","4,1,30","`Conditre'","Stottesdon",,,"SO6782",
59621,"LEC","13,52","Gartree","Stoughton",,,"SK6402",
59626,"SUS","11,37","{Ghidenetroi}","Stoughton","Chichester",,"SU8011",
59631,"WOR","2,3","`Oswaldslow'","Stoulton",,,"SO9049",
59636,"DOR","19,3;14. 28,1","Gillingham","[East and West] Stour",,,,
59641,"KEN","{2,14}.","Reculver","Stourmouth","Borough",,"TR2562",
59646,"DOR","50,4. 57,19","Pimperne","Stourpaine",,,"ST8609",
59651,"WIL","36,2","Mere","Stourton",,,"ST7734",
59656,"SUF","7,22. 31,7","`Blything'","Stoven",,,"TM4481",
59661,"CAM","{5,11. 14,66. 29,6. 32,1(-2)}","`Staine'","Stow",,,"TL5260",
59666,"LIN","24,92","Aveland","Stow","Kesteven",,"TF0934",
59671,"NFK","13,7-8. 66,6;8","`Clackclose'","Stow [Bardolph]",,,"TF6205",
59676,"NFK","1,10;87;135-136. 8,37;71. 47,1","Wayland","Stow [Bedon]",,,"TL9695",
59681,"ESS","30,44;50. 42,5","`Wibrihtesherne'","Stow Maries",,,"TQ8399",
59686,"GLS","12,1. EvO9","Salmonsbury","Stow [-on-the-Wold]",,,"SP1925",
59691,"LIN","7,1(-2);3-5;(6-)7;12(-13). 12,41. 20,3. 24,9. 28,6. 36,5","`Well'","Stow [St Mary]","Lindsey West Riding",,"SK8881",
59696,"SUF","14,71","Blackburn","[West] Stow",,,"TL8170",
59701,"BUK","4,31","`Stotfold'","Stowe",,,"SP6737",
59706,"LIN","8,35(-36);37(-38). 24,34. 27,36. 51,5","`Ness'","Stowe","Kesteven",,"TF1011",
59711,"NTH","46,3","`Gravesend'","[Church] Stowe",,,"SP6357",
59716,"GLS","2,8","`Bradley'","Stowell",,,"SP0813",
59721,"SOM","5,70","Horethorne","Stowell",,,"ST6822",
59726,"SOM","30,1","Carhampton","`Stowey'",,,"SS8146",
59731,"SOM","35,11-12","Williton","[Nether] Stowey",,,"ST1839",
59736,"SOM","25,21","Carhampton","[Old] Stowey",,,"SS9538",
59741,"DEV","14,3","Budleigh","Stowford",,,"SY0687",
59746,"DEV","42,2","Lifton","Stowford",,,"SX4386",
59751,"DEV","3,41","Braunton","Stowford",,,"SS5342",
59756,"OXF","1,10","Headington","Stowford",,,"SP5508",
59761,"SUF","14,77. 25,22","Blackburn","Stowlangtoft",,,"TL9568",
59766,"SUF","2,8. 34,6","Stowmarket","Stowmarket",,,"TM0458",
59771,"KEN","2,25","Stowting","Stowting","Lympne",,"TR1241",
59776,"SUF","6,308. 8,39","Bishop's","Stradbroke",,,"TM2373",
59781,"SUF","25,100","Risbridge","Stradishall",,,"TL7452",
59786,"NFK","9,232. 13,10","`Clackclose'","Stradsett",,,"TF6605",
59791,"STS","17,17","Totmonslow","Stramshall",,,"SK0735",
59796,"HEF","29,20","Sellack","Strangford",,,"SO5828",
59801,"YKS","13W39 and note","Craven","{Stratesergum}","West Riding",,"SD8145","approximate"
59806,"BRK","46,3. EH1","Reading","Stratfield [Mortimer]",,,"SU6664",
59811,"HAM","29,16","`Bountisborough'","Stratfield [Mortimer]",,,"SU6363",
59816,"HAM","43,5. 44,3. 69,11","Holdshott","Stratfield [Saye]",,,"SU6861",
59821,"HAM","23,38","Holdshott","Stratfield [Turgis]",,,"SU6959",
59826,"SUF","6,48. 45,3","`Plomesgate'","Stratford [St Andrew]",,,"TM3560",
59831,"SUF","27,9","Sandford","Stratford [St Mary]",,,"TM0534",
59836,"WIL","23,9","`Cawdon'","Stratford [Tony]",,,"SU0926",
59841,"WAR","3,2","Pathlow","Stratford [-upon-Avon]",,,"SP2055",
59846,"BUK","19,7","`Stotfold'","[Water] Stratford",,,"SP6534",
59851,"BDF","16,7. 32,10. 51,1. 53,17","Biggleswade","Stratton",,,"TL2044",
59856,"CON","5,1,3","Stratton","Stratton",,,"SS2306",
59861,"GLS","39,17","Cirencester","Stratton",,,"SP0103",
59866,"HAM","6,16","Micheldever","[East and West] Stratton",,,,
59871,"SUF","6,110. 7,119","`Colnes'","Stratton",,,"TM2438",
59876,"OXF","28,17","Kirtlington","Stratton [Audley]",,,"SP6026",
59881,"SOM","5,43. 8,38","Kilmersdon","Stratton [-on-the-Fosse]",,,"ST6550",
59886,"SOM","1,4","South Petherton","[Lower and Over] Stratton",,,,
59891,"WIL","56,1","{Scipa}","Stratton [St Margaret]",,,"SU1787",
59896,"NFK","4,56. 9,98;215;223. 10,19;46. 14,40. 15,29. 35,15","`Depwade'","Stratton [St Mary and St Michael]",,,,
59901,"NFK","1,57. 10,41. 25,10. 26,2","South Erpingham","Stratton [Strawless]",,,"TG2220",
59906,"SUS","12,40","Streat","Streat","Lewes",,"TQ3515",
59911,"SUR","5,14. 8,15. 17,4. 19,11","Brixton","Streatham",,"Ham SRY","TQ3071",
59916,"BDF","18,2. 23,22. 24,18. 25,3. 57,4","Flitton","Streatley",,,"TL0728",
59921,"BRK","38,6","`Slotisford'","Streatley",,,"SU5980",
59926,"HEF","1,5. 10,41","{Hezetre}","Street",,,"SO4260",
59931,"SOM","25,6","South Petherton","Street",,,"ST3507",
59936,"KEN","9,31","Street","[Court-at-] Street","Lympne",,"TR0935",
59941,"CAM","{5,15}.","Chilford","Streetly",,,"TL6148",
59946,,,,"{Streetthorpe}: see Edenthorpe YKS",,"Edenthorpe YKS",,
59951,"SHR","4,3,47","Leintwardine","Strefford",,,"SO4485",
59956,"NTT","10,27(-28). 30,31","Broxtowe","Strelley",,,"SK5141",
59961,"YKS","2N27. SN,B15","`Bulford'","Strensall","North Riding",,"SE6360",
59966,"WOR","(8,23) and note","Pershore","Strensham",,,"SO9039",
59971,"SOM","24,3-4","North Petherton","Stretcholt",,,"ST2944",
59976,"DEV","34,38","`Cliston'","Strete [Ralegh]",,,"SY0595",
59981,"HEF","19,9","Stretford","Stretford",,,"SO4455",
59986,"ESS","10,5","Uttlesford","Strethall",,,"TL4839",
59991,"CAM","5,50. Appx P","Ely 1","Stretham",,,"TL5174",
59996,"SUS","11,107-108;(109)","Boxgrove","Strettington","Chichester",,"SU8807",
60001,"DBY","10,7-8","`Scarsdale'","Stretton",,,"SK3961",
60006,"HEF","10,24. 29,13","{Cutestornes}","Stretton",,,"SO4642",
60011,"LIN","56,11","Alstoe [North]","Stretton","Rutland",,"SK9415",
60016,"RUT","2,7. ELc11","Alstoe [North]","Stretton","Rutland",,"SK9415",
60021,"SHR","4,1,27. 4,28,4","{Culvestan}","[Church] Stretton",,,"SO4593",
60026,"WAR","25,1","`Bumbelowe'","Stretton [Baskerville]",,,"SP4291",
60031,"DBY","6,16. E5","{Walecros}","Stretton [-en-le-Field]",,,"SK3011",
